server,concurrency,requests,errors,req_per_s,output_tok_per_s,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,per_request_decode_tok_per_s_p50,mean_prompt_tokens,mean_completion_tokens,wall_s,cpu,dtype,gpu,gpu_mem_total_mib,gpu_mem_used_mib,ignore_eos,input_tokens,max_tokens,model,timestamp_utc,torch,transformers,vllm,warmup
vllm,1,16,0,0.13792045057201102,17.65381767321741,137.91183750001323,143.9098872500182,146.53688945001306,7265.4600405000165,7274.070645500004,7275.859093099998,17.82059403745781,257.0,128.0,116.00890175200001,x86_64,bfloat16,NVIDIA L4,23034,20618,True,256,128,/vol/outputs/mistral7b/merged,2026-09-21T22:24:26Z,2.11.0,4.57.6,0.20.2,4
vllm,4,16,0,0.5254680250822935,67.25990721053357,170.92300049998244,173.15084425003135,173.44790244999615,7618.995178999995,7622.0221867500295,7622.339854950008,17.050848619070713,257.0,128.0,30.449045872,x86_64,bfloat16,NVIDIA L4,23034,20618,True,256,128,/vol/outputs/mistral7b/merged,2026-09-21T22:24:26Z,2.11.0,4.57.6,0.20.2,4
vllm,16,64,0,1.8090200879045593,231.55457125178359,746.9050999999922,1347.897117500017,1354.3304063400017,9018.155795500008,9215.674142600014,9221.64705901998,16.152297220658163,257.0,128.0,35.378269389000025,x86_64,bfloat16,NVIDIA L4,23034,20618,True,256,128,/vol/outputs/mistral7b/merged,2026-09-21T22:24:26Z,2.11.0,4.57.6,0.20.2,4
vllm,32,128,0,3.156532682528389,404.03618336363377,307.4310914999785,2396.600172400008,2400.1604876000188,9817.8069935,11764.482512799983,11770.266593399998,14.323398520618413,257.0,128.0,40.55082360099999,x86_64,bfloat16,NVIDIA L4,23034,20618,True,256,128,/vol/outputs/mistral7b/merged,2026-09-21T22:24:26Z,2.11.0,4.57.6,0.20.2,4
